qid,source,year,round,number,subject,question,option1,option2,option3,option4,option5,answer_no,answer_option,explanation
2023-R1-Q79,2023-R1,2023,1,79,유통정보,"아래 글상자의 괄호 안에 공통적으로 들어갈 용어로 가장 옳은 것은? - ( )은(는) 조직의 성과목표 달성을 위해 재무, 고객, 내부프로세스, 학습 및 성장 관점에서 균형 잡힌 성과 지표를 설정하고 그 성과를 측정하는 성과관리 기법을 말한다. 매우 논리적이며, 지표와 재무적 성과와의 분명한 상관관계를 보이고 있다. 다만, 외부 다른 기관의 평가와 비교하는 것은 곤란하다. - ( )기반 성과관리시스템은 기관의 미션과 비전을 달성할 수 있도록 전략목표, 성과목표, 관리과제 등을 연계하고, 성과지표를 근거로 목표달성의 수준을 측정 해서 관리할 수 있는 IT기반의 성과관리 및 평가시스 템을 말한다.",① 경제적 부가가치(economic value added),② 인적자원회계(human resource accounting),③ 총자산이익률(return on assets),④ 균형성과표(balanced score card),⑤ 투자수익률(return on investment),4,④ 균형성과표(balanced score card),2023-R1 A형 가답안 기준
2023-R1-Q80,2023-R1,2023,1,80,유통정보,아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? 거래처리시스템으로부터 운영데이터를 모아 주제영역으로 구축한 데이터웨어하우스는 조직 전체의 정보를 저장하고 있어 방대하다. ( )은(는) 특정한 조직이 사용하기 위해 몇몇 정보를 도출하여 사용할 수 있도록 한 사용자 맞춤 데이터 서비스를 지칭한다.,① 데이터윈도우,② 데이터마트,③ 데이터스키마,④ 데이터모델,⑤ 그룹데이터모델 2급 A형 - 11,2,② 데이터마트,2023-R1 A형 가답안 기준
2023-R1-Q81,2023-R1,2023,1,81,유통정보,아래 글상자의 기사 내용과 관련성이 높은 정보기술 용어로 가장 옳은 것은? B**리테일이 ‘C*제*토한강점’을 선보였다. C*제*토한강점은 제*토월드에서 한강공원을 검색한 뒤 C* 편의점에 입장하면 자체 브랜드(PB)상품뿐만 아니라 C* 제**당과 협업을 통한 일반 제조사 브랜드(NB)상품을 둘러 볼 수 있다. 또한 제품 위에 떠 있는 화살표를 선택하면 해당 제품을 손에 쥐는 것도 가능하다. 아바타들은 원두커피 기기에서 커피를 내리거나 한강공원 편의점 인기 메뉴인 즉석조리 라면도 먹을 수 있다.,① 가상 에이전트,② O2O,③ BICON,④ 아바타 에이전트,⑤ 메타버스,5,⑤ 메타버스,2023-R1 A형 가답안 기준
2023-R1-Q82,2023-R1,2023,1,82,유통정보,산업별 표준화가 반영된 바코드에 대한 설명으로 가장 옳지 않은 것은?,① 보건복지부는 의약품 포장 단위마다 고유번호를 부여 하는 ‘의약품 일련번호 제도’를 시행하고 있다.,"② 의약품의 바코드 내에 있는 상품코드(품목코드, 포장 단위)는 건강보험심사평가원의 의약품관리종합정보센터 에서 부여하는 상품식별번호이다.",③ UDI란 의료기기를 고유하게 식별할 수 있는 체계로 우리나라는 2019년 7월부터 적용되어 현재는 모든 등급의 의료기기에 UDI가 적용되고 있다.,④ 의료기기에 부여되는 UDI 코드는 기본 포장(base package)을 대상으로 모두 개별적으로 부여하므로 혼선을 방지하기 위해 상위 포장(higher levels of packages)인 묶음 포장단위에는 별도로 부여하지 않는다.,"⑤ GS1 DataBar(데이터바)란 상품식별 기능만 갖는 기존 바코드와 달리 상품식별코드(GTIN) 외 유통기한, 이력 코드, 중량 등 다양한 부가정보를 넣을 수 있는 바코 드를 지칭한다.",4,④ 의료기기에 부여되는 UDI 코드는 기본 포장(base package)을 대상으로 모두 개별적으로 부여하므로 혼선을 방지하기 위해 상위 포장(higher levels of packages)인 묶음 포장단위에는 별도로 부여하지 않는다.,2023-R1 A형 가답안 기준
2023-R1-Q83,2023-R1,2023,1,83,유통정보,"아래 글상자의 괄호 안에 공통적으로 들어갈 용어로 가장 옳은 것은? - ( )은 중앙 서버없이 노드(node)들이 자율적으로 연결 되는 P2P(peer-to-peer)방식을 기반으로 각 노드에 데이 터를 분산 저장하는 데이터분산처리기술이다. - 중앙시스템이 존재하지 않는 완전한 탈중앙 시스템이며, 장부에 해당되는 ( )은 누구에게나 공유·공개되어 투명 성을 보장하고, 독특한 구조적 특징에 기인하여 데이터의 무결성을 보장하며, 분산된 장부는 네트워크에 참여한 각 노드들의 검증과 합의 과정을 거쳐 데이터 일치에 도달하게 된다.",① 비트코인,② 비콘,③ 분산블록,④ 블록체인,⑤ 딥러닝 1 -,4,④ 블록체인,2023-R1 A형 가답안 기준
2023-R1-Q84,2023-R1,2023,1,84,유통정보,웹 3.0과 관련된 설명으로 가장 옳지 않은 것은?,① 시맨틱 웹(Semantic Web) - 의미론적인 웹을 뜻하며 기계가 인간들이 사용하는 자연어를 이해하고 상황과 맥락에 맞는 개인 맞춤형 정보를 제공하는 웹,"② 온톨로지(Ontology) - 메타데이터들의 집합, 예를 들어 사과를 떠올리면 사과의 색상, 종류 등 관련된 여러 가지 정보를 컴퓨터가 이해하고 처리할 수 있는 정형 화된 수단으로 표현한 것","③ 중앙집중화(centralization) - 웹 3.0에서 사용자 간 연결은 플랫폼을 중심으로 연결하여 자유롭게 소통할 수 있도록 지원, 결과적으로 플랫폼이 강력한 권한을 가지게 됨","④ 웹 3.0을 실현하기 위해서는 블록체인, 인공지능, AR∙ VR, 분산 스토리지, 네트워크 등의 기반 기술이 필요, 사용성을 높여야 실효성이 있을 것으로 봄",⑤ 온라인 검색과 요청들을 각 사용자들의 선호와 필요에 따라 맞춰 재단하는 것이 웹 3.0의 목표,3,"③ 중앙집중화(centralization) - 웹 3.0에서 사용자 간 연결은 플랫폼을 중심으로 연결하여 자유롭게 소통할 수 있도록 지원, 결과적으로 플랫폼이 강력한 권한을 가지게 됨",2023-R1 A형 가답안 기준
2023-R1-Q85,2023-R1,2023,1,85,유통정보,아래 글상자의 괄호 안에 들어갈 용어로 가장 옳은 것은? ( )은(는) 전자상거래 이용 고객이 기업에서 발송하는 광고성 메일에 대해 수신거부 의사를 전달하여 더 이상 광고성 메일을 받지 않을 수 있는 것을 말한다.,① 옵트 온(opt on),② 옵트 오프(opt off),③ 옵트 오버(opt over),④ 옵트 인(opt in),⑤ 옵트 아웃(opt out),5,⑤ 옵트 아웃(opt out),2023-R1 A형 가답안 기준
2023-R1-Q86,2023-R1,2023,1,86,유통정보,빅데이터의 핵심 특성 3가지를 바르게 나열한 것은?,"① 가치, 생성 속도, 유연성","② 가치, 생성 속도, 가변성","③ 데이터 규모, 가치, 복잡성","④ 데이터 규모, 속도, 다양성","⑤ 데이터 규모, 가치, 가변성",4,"④ 데이터 규모, 속도, 다양성",2023-R1 A형 가답안 기준
2023-R1-Q87,2023-R1,2023,1,87,유통정보,"아래 글상자에서 설명하는 서비스와 관련된 용어로 가장 옳은 것은? - 유통데이터를 활용한 다양한 비즈니스 모델을 수행할 수 있도록 지원하기 위해 온라인에서 생산과 소비, 유통이 한 곳에서 이루어지는 ‘양면시장(two-sided market)’ 개념의 장(場)을 지칭하는 용어이다. - 비즈니스에서 여러 사용자 또는 조직 간의 관계를 형성 하고 비즈니스적인 거래를 형성할 수 있는 정보 시스템 환경으로 자신의 시스템을 개방하여 개인은 물론 기업 모두가 참여하여 원하는 일을 자유롭게 할 수 있도록 환경을 구축하여 참여자들 모두에게 새로운 가치와 혜택을 제공해줄 수 있는 시스템을 의미한다.",① 데이터베이스,② 옴니채널,③ 플랫폼,④ 클라우드 컴퓨팅,⑤ m-커머스 2급 A형 - 12,3,③ 플랫폼,2023-R1 A형 가답안 기준
2023-R1-Q88,2023-R1,2023,1,88,유통정보,"아래 글상자는 인증방식 분류에 대한 설명이다. ㉠, ㉡에 해당하는 용어로 가장 옳은 것은? ㉠ 전자적 형태의 문서로 어떤 사람을 특정할 수 있는 정보와 공개 키(public key), 전자서명으로 구성된다. 이 인증방식은 일단 증명서를 발급받기만 하면 주기적 으로 그것을 갱신하는 것 외에는 특별히 조치할 사항이 없으므로 사용하기 편리하다는 장점이 있다. ㉡ 분산원장을 바탕으로 인증 대상이 스스로 신원을 확인 하고 본인과 관련된 정보의 제출 범위와 대상 등을 정할 수 있도록 하는 인증방식이다. 인증대상이 자신의 신원 정보(credentials)에 대한 권리를 보다 적극적으로 행사 할 수 있는 것이 특징이다.","① ㉠ 비밀번호, ㉡ 분산ID","② ㉠ 디지털문서, ㉡ 분산ID","③ ㉠ 비밀번호, ㉡ 디지털문서","④ ㉠ 생체정보, ㉡ 디지털문서","⑤ ㉠ 생체정보, ㉡ 분산ID",2,"② ㉠ 디지털문서, ㉡ 분산ID",2023-R1 A형 가답안 기준
2023-R1-Q89,2023-R1,2023,1,89,유통정보,아래 글상자의 괄호 안에 공통적으로 들어갈 용어로 가장 옳은 것은? - ( )은(는) 마이론 크루거(Myron Krueger) 박사에 의해 제시된 개념으로 인조 두뇌 공간이라고도 한다. - ( )에서는 3차원의 가상공간에서 사용자가 원하는 방향대로 조작하거나 실행할 수 있다. - ( )의 특성은 영상물의 실시간 렌더링이 가능하므로 원하는 위치에 원하는 모습을 즉시 생산해낼 수 있다.,① 가상 현실,② 증강 현실,③ UI/UX,④ 사이버 물리 시스템,⑤ 브레인 컴퓨터 인터페이스,1,① 가상 현실,2023-R1 A형 가답안 기준
2023-R1-Q90,2023-R1,2023,1,90,유통정보,"아래 글상자의 ㉠과 ㉡에 해당되는 용어로 가장 옳은 것은? - (㉠)은(는) 종종 잘못된 제품 수요정보가 공급사슬을 통해 한 파트너에서 다른 참여자들에게로 퍼져나가면서 왜곡되고 증폭되는 것을 말한다. 예를 들면, 고객과의 최접점에서 어떤 제품의 수요가 약간 증가할 것이라는 정보가 공급사슬의 다음 단계마다 부풀려 전달되어 과도한 잉여재고가 발생하게 되는 현상이다. - e-SCM을 구축함으로서 공급사슬의 (㉡)을 확보하여 이러한 현상을 감소시키거나 제거할 수 있게 된다.","① ㉠ 풀현상, ㉡ 가시성","② ㉠ 푸시현상, ㉡ 가시성","③ ㉠ 채찍효과, ㉡ 완전성","④ ㉠ 채찍효과, ㉡ 가시성","⑤ ㉠ 채찍효과, ㉡ 확장성 - 수고하셨습니다. 수험생 여러분의 좋은 결과를 기원합니다. - 2 -",4,"④ ㉠ 채찍효과, ㉡ 가시성",2023-R1 A형 가답안 기준
2023-R2-Q1,2023-R2,2023,2,1,유통물류일반,기업윤리의 중요성을 강조하기 위해 취할 수 있는 방법으로 가장 옳지 않은 것은?,① 기업윤리와 관련된 헌장이나 강령을 만들어 발표한다.,② 기업윤리가 기업의 모든 의사결정 프로세스에 반영될 수 있게 모니터링한다.,③ 윤리경영의 지표로는 정성적인 지표가 아닌 계량적인 지 표를 활용한다.,④ 조직 내의 문제점을 제기할 수 있는 제도를 활성화한다.,⑤ 윤리기준을 적용한 감사 결과를 조직원과 공유한다.,3,③ 윤리경영의 지표로는 정성적인 지표가 아닌 계량적인 지 표를 활용한다.,2023-R2 A형 가답안 기준
2023-R2-Q2,2023-R2,2023,2,2,유통물류일반,유통경로와 중간상이 필요한 이유에 대한 설명으로 가장 옳 지 않은 것은?,① 거래의 일상화를 통해 제반 비용의 감소와 비효율을 개선 할 수 있기 때문이다.,"② 중간상의 개입으로 공간적, 시간적 불일치를 해소할 수 있기 때문이다.",③ 생산자의 다품종 소량생산과 소비자의 소품종 대량구매니 즈로 인한 구색 및 수량 불일치를 해소할 수 있기 때문이 다.,④ 생산자와 소비자 상호간의 정보의 불일치에 따른 불편을 해소해 줄 수 있기 때문이다.,⑤ 중간상을 통해 탐색과정의 효율성을 높일 수 있기 때문이 다.,3,③ 생산자의 다품종 소량생산과 소비자의 소품종 대량구매니 즈로 인한 구색 및 수량 불일치를 해소할 수 있기 때문이 다.,2023-R2 A형 가답안 기준
2023-R2-Q3,2023-R2,2023,2,3,유통물류일반,아래 글상자에서 설명하는 기업이 글로벌 시장에서 경쟁하기 위한 전략을 괄호 안에 들어갈 순서대로 옳게 나열한 것은?,"① ㉠ 전략적 제휴, ㉡ 위탁제조","② ㉠ 합작투자, ㉡ 위탁제조","③ ㉠ 전략적 제휴, ㉡ 라이선싱(licensing)","④ ㉠ 합작투자, ㉡ 라이선싱(licensing)","⑤ ㉠ 해외직접투자, ㉡ 프랜차이징(franchising)",2,"② ㉠ 합작투자, ㉡ 위탁제조",2023-R2 A형 가답안 기준
2023-R2-Q4,2023-R2,2023,2,4,유통물류일반,경제활동의 윤리적 환경과 조건을 세계 각국 공통으로 표준 화하려는 것으로 비윤리적인 기업의 제품이나 서비스를 국제 거래에서 제한하는 움직임을 뜻하는 것은?,① 우루과이라운드,② 부패라운드,③ 블루라운드,④ 그린라운드,⑤ 윤리라운드,5,⑤ 윤리라운드,2023-R2 A형 가답안 기준
2023-R2-Q5,2023-R2,2023,2,5,유통물류일반,조직에서 경영자가 목표를 설정할 때 고려해야 할 요소들에 대한 설명으로 가장 옳지 않은 것은?,① 조직의 미션과 종업원의 핵심 직무를 검토한다.,② 목표를 개별적으로 결정하거나 외부의 투입을 고려해서 정한다.,③ 목표 진척사항을 평가하기 위한 피드백 메커니즘을 구축 한다. 최강 자격 문제 ◑ 전자문제집 CBT: www.comcbt.com,④ 목표 달성과 보상은 철저하게 분리하여 독립적으로 실행 한다.,⑤ 가용한 자원을 평가한다.,4,④ 목표 달성과 보상은 철저하게 분리하여 독립적으로 실행 한다.,2023-R2 A형 가답안 기준
2023-R2-Q6,2023-R2,2023,2,6,유통물류일반,리더의 행동을 생산에 대한 관심과 사람에 대한 관심을 기준 으로 구분하여 연구한 블레이크(Blake)와 무톤(Mouton)의 관 리격자연구에 따른 리더십 유형에 대한 설명으로 가장 옳지 않은 것은?,① 중도형(5-5) - 절충에 신경을 쓰기 때문에 때로는 우유부 단하게 비칠 수 있다.,② 팀형(9-9) - 팀의 업적에만 관심을 갖는 리더로 부하를 하나의 수단으로 취급할 수 있다.,③ 컨츄리클럽형(1-9) - 부하의 욕구나 동기를 충족시키면 그들이 알아서 수행할 것이라는 전제하에 나타나는 리더 십이다.,④ 무관심형(1-1) - 리더는 업무에 대한 지시만 하고 어려운 문제가 생기면 회피한다.,⑤ 과업형(9-1) - 리더 혼자서 의사결정을 하고 관리의 초점 도 생산성 제고에 맞춰진다.,2,② 팀형(9-9) - 팀의 업적에만 관심을 갖는 리더로 부하를 하나의 수단으로 취급할 수 있다.,2023-R2 A형 가답안 기준
